2011,46-36,NOH
2011,44-38,ATL
2011,43-39,HOU
2011,42-40,NYK
2011,41-41,PHI
2011,40-42,PHO
2011,39-43,UTA
2011,37-45,IND
2011,36-46,GSW
2011,35-47,MIL
2011,34-48,CHA
2011,32-50,LAC
2011,30-52,DET
2011,24-58,NJN
2011,24-58,SAC
2011,23-59,WAS
2011,22-60,TOR
2011,19-63,CLE
2011,17-65,MIN
2012,50-16,CHI
2012,50-16,SAS
2012,47-19,OKC
2012,46-20,MIA
2012,42-24,IND
2012,41-25,LAL
2012,41-25,MEM
2012,40-26,ATL
2012,40-26,LAC
2012,39-27,BOS
2012,38-28,DEN
2012,37-29,ORL
2012,36-30,DAL
2012,36-30,NYK
2012,36-30,UTA
2012,35-31,PHI
2012,34-32,HOU
2012,33-33,PHO
2012,31-35,MIL
2012,28-38,POR
2012,26-40,MIN
2012,25-41,DET
2012,23-43,GSW
2012,23-43,TOR
2012,22-44,NJN
2012,22-44,SAC
2012,21-45,CLE
2012,21-45,NOH
2012,20-46,WAS
2012,7-59,CHA
2013,66-16,MIA
2013,60-22,OKC
2013,58-24,SAS
2013,57-25,DEN
2013,56-26,LAC
2013,56-26,MEM
2013,54-28,NYK
2013,49-33,BRK
2013,49-32,IND
2013,47-35,GSW
2013,45-37,CHI
2013,45-37,HOU
2013,45-37,LAL
2013,44-38,ATL
2013,43-39,UTA
2013,41-40,BOS
2013,41-41,DAL
2013,38-44,MIL
2013,34-48,PHI
2013,34-48,TOR
2013,33-49,POR
2013,31-51,MIN
2013,29-53,DET
2013,29-53,WAS
2013,28-54,SAC
2013,27-55,NOH
2013,25-57,PHO
2013,24-58,CLE
2013,21-61,CHA
2013,20-62,ORL
2014,62-20,SAS
2014,59-23,OKC
2014,57-25,LAC
2014,56-26,IND
2014,54-28,HOU
2014,54-28,MIA
2014,54-28,POR
2014,51-31,GSW
2014,50-32,MEM
2014,49-33,DAL
2014,48-34,CHI
2014,48-34,TOR
2014,48-34,PHO
2014,44-38,BRK
2014,44-38,WAS
2014,43-39,CHA
2014,40-42,MIN
2014,38-44,ATL
2014,37-45,NYK
2014,36-46,DEN
2014,34-48,NOP
2014,33-49,CLE
2014,29-53,DET
2014,28-54,SAC
2014,27-55,LAL
2014,25-57,BOS
2014,25-57,UTA
2014,23-59,ORL
2014,19-63,PHI
2014,15-67,MIL
2015,67-15,GSW
2015,60-22,ATL
2015,56-26,HOU
2015,56-26,LAC
2015,55-27,MEM
2015,55-27,SAS
2015,53-29,CLE
2015,51-31,POR
2015,50-32,CHI
2015,50-32,DAL
2015,49-33,TOR
2015,46-36,WAS
2015,45-37,NOP
2015,45-37,OKC
2015,41-41,MIL
2015,40-42,BOS
2015,39-43,PHO
2015,38-44,BRK
2015,38-44,IND
2015,38-44,UTA
2015,37-45,MIA
2015,33-49,CHO
2015,32-50,DET
2015,30-52,DEN
2015,29-53,SAC
2015,25-57,ORL
2015,21-61,LAL
2015,18-64,PHI
2015,17-65,NYK
2015,16-66,MIN
2016,73-9,GSW
2016,67-15,SAS
2016,57-25,CLE
2016,56-26,TOR
2016,55-27,OKC
2016,53-29,LAC
2016,48-34,ATL
2016,48-34,BOS
2016,48-34,CHO
2016,48-34,MIA
2016,45-37,IND
2016,44-38,DET
2016,44-38,POR
2016,42-40,DAL
2016,42-40,MEM
2016,42-40,CHI
2016,41-41,HOU
2016,41-41,WAS
2016,40-42,UTA
2016,35-47,ORL
2016,33-49,DEN
2016,33-49,MIL
2016,33-49,SAC
2016,32-50,NYK
2016,30-52,NOP
2016,29-53,MIN
2016,23-59,PHO
2016,21-61,BRK
2016,17-65,LAL
2016,10-72,PHI
2017,67-15,GSW
2017,61-21,SAS
2017,55-27,HOU
2017,53-29,BOS
2017,51-31,CLE
2017,51-31,LAC
2017,51-31,TOR
2017,51-31,UTA
2017,49-33,WAS
2017,47-35,OKC
2017,43-39,ATL
2017,43-39,MEM
2017,42-40,IND
2017,42-40,MIL
2017,41-41,CHI
2017,41-41,POR
2017,41-41,MIA
2017,40-42,DEN
2017,37-45,DET
2017,36-46,CHO
2017,34-48,NOP
2017,33-49,DAL
2017,32-50,SAC
2017,31-51,MIN
2017,31-51,NYK
2017,29-53,ORL
2017,28-54,PHI
2017,26-56,LAL
2017,24-58,PHO
2017,20-62,BRK
2018,65-17,HOU
2018,59-23,TOR
2018,58-24,GSW
2018,55-27,BOS
2018,52-30,PHI
2018,50-32,CLE
2018,49-33,POR
2018,48-34,IND
2018,48-34,NOP
2018,48-34,OKC
2018,48-34,UTA
2018,47-35,MIN
2018,47-35,SAS
2018,46-36,DEN
2018,44-38,MIA
2018,44-38,MIL
2018,43-39,WAS
2018,42-40,LAC
2018,39-43,DET
2018,36-46,CHO
2018,35-47,LAL
2018,29-53,NYK
2018,28-54,BRK
2018,27-55,CHI
2018,27-55,SAC
2018,25-57,ORL
2018,24-58,ATL
2018,24-58,DAL
2018,22-60,MEM
2018,21-61,PHO
2019,60-22,MIL
2019,58-24,TOR
2019,57-25,GSW
2019,54-28,DEN
2019,53-29,HOU
2019,53-29,POR
2019,51-31,PHI
2019,50-32,UTA
2019,49-33,BOS
2019,49-33,OKC
2019,48-34,IND
2019,48-34,LAC
2019,48-34,SAS
2019,42-40,BRK
